osm_id,osm_type,source_layer,name,capacity,access,brand,stars,rooms,powierzchnia_m2,latitude,longitude
181105361,way,centrum_handlowe,C.H. Galeria Venus,,,,,,7040.5703125,51.216772263043474,22.69818987173913
181129696,way,centrum_handlowe,Stary Browar (Pasaż),,,,,,13445.3017578125,52.40235634823529,16.925468184705878
182218228,way,centrum_handlowe,,,,,,,15514.5546875,50.88679074117648,20.66706088823529
183411434,way,centrum_handlowe,Odrzańskie Ogrody,,,,,,19236.61865234375,50.34130950675676,18.19020605675676
183835673,way,centrum_handlowe,Gemini Park,,,,,,30601.46484375,49.80278599534883,19.050315381395347
184187231,way,centrum_handlowe,CH Forum,1000,,,,,31976.61474609375,50.30037221199999,18.68215496099999
184872794,way,centrum_handlowe,Centrum Handlowe Składowa 2a,,,,,,6987.12939453125,49.47284088571428,20.01148257142857
184872809,way,centrum_handlowe,Stopiak,,,,,,11529.9833984375,49.474474935294126,20.00841522352941
186296297,way,centrum_handlowe,Europa II Plaza,,,,,,7500.1025390625,49.61424191428572,20.7039781
186452294,way,centrum_handlowe,Galeria Sandecja,,,,,,17912.75439453125,49.58631763000001,20.672593775000003
188105103,way,centrum_handlowe,Obornicka337 Galeria Wnętrz,,,,,,5182.91455078125,52.46037843529411,16.891852970588236
191158292,way,centrum_handlowe,Centrum Handlowe Auchan Krasne,,,Auchan,,,25042.166015625,50.03807938028168,22.0689948859155
192447839,way,centrum_handlowe,CH Ferio,,,,,,24338.26513671875,52.18376476862744,18.231675003921566
192945294,way,centrum_handlowe,,,,,,,10704.9873046875,50.27149074166666,19.124047695833333
193544824,way,centrum_handlowe,,,,,,,13337.58056640625,53.1070652448276,18.014046113793107
193966476,way,centrum_handlowe,NoVa Park,,,,,,30059.54052734375,52.72705927884618,15.242971325000005
193966971,way,centrum_handlowe,Park Handlowy S1,,,,,,11014.3154296875,52.75727474666668,15.254295924444442
193967258,way,centrum_handlowe,Kupec Gorzowski,,,,,,5852.25537109375,52.75612289230768,15.253823099999998
195762478,way,centrum_handlowe,Galeria Katowicka,,,,,,16356.46875,50.259085976086965,19.017347648913045
196120639,way,centrum_handlowe,Pasaż Górski,,,,,,23203.8642578125,50.91098182272726,15.737839918181812
196674172,way,centrum_handlowe,Galeria nad Jeziorem,,,,,,21173.728515625,52.23856253809525,18.260824125
197760275,way,centrum_handlowe,OMNI Centrum,,,,,,8692.93359375,51.407080061904765,21.142977552380952
198353409,way,centrum_handlowe,Targowisko Miejskie,,,,,,12516.009765625,52.32113845000001,16.12796415
199048095,way,centrum_handlowe,Stary Browar (Atrium),,,,,,8215.4453125,52.40154727692308,16.92786677019231
199096656,way,centrum_handlowe,Galeria Podkowa,,,,,,5485.80615234375,52.12965636744187,20.709428013953488
199263041,way,centrum_handlowe,Galeria Łomianki,,,,,,41565.5498046875,52.32413116190476,20.90194934920634
201148856,way,centrum_handlowe,Domix,,,,,,6133.3359375,51.24065025,22.5881881
202036273,way,centrum_handlowe,CH Nowy Rynek,,,,,,16623.7568359375,50.90591844444446,15.732625783333336
202037521,way,centrum_handlowe,Silesia City Center,,,,,,98838.68359375,50.270550283274034,19.004945356939512
202044286,way,centrum_handlowe,Centrum Handlowe 3 Stawy,,,,,,38377.59130859375,50.24320384705883,19.0374082132353
202102085,way,centrum_handlowe,Centrum Handlowe Auchan Katowice,,,,,,32009.28857421875,50.27397296935484,18.96908134354839
202205173,way,centrum_handlowe,Galeria Graffica,,,,,,9329.017578125,50.03541296534654,21.99649541485149
202611658,way,centrum_handlowe,Outlet Park,,,,,,32655.732421875,53.380610532142846,14.671403653571428
202833996,way,centrum_handlowe,CH Platan,,,,,,46221.76025390625,50.311445784873946,18.788012753781512
206273892,way,centrum_handlowe,Stara Kablownia,,,,,,11585.9736328125,49.9121896764706,18.99763167647059
206729384,way,centrum_handlowe,Galeria Zdrój,,,,,,17563.82568359375,49.9402066625,18.59382134375
206846756,way,centrum_handlowe,Galeria Trzy Korony,,,,,,18496.36962890625,49.62421503744493,20.706575792511007
207016991,way,centrum_handlowe,Galeria Opolanin,,,,,,5990.619140625,50.66835134,17.93095398
207018219,way,centrum_handlowe,Centrum Handlowe Karolinka,,,,,,46555.25341796875,50.68205734634149,17.877011923902444
207032239,way,centrum_handlowe,Solaris Center,,,,,,8208.505859375,50.67008667272725,17.926317920000002
207102278,way,centrum_handlowe,Galeria Zielona,,,,,,26867.11279296875,51.94975076956522,15.49533709130435
207102307,way,centrum_handlowe,Galeria Auchan,,,,,,20102.85595703125,51.96386048490566,15.489746211320751
209862222,way,centrum_handlowe,Auchan Racibórz,,,,,,19727.73193359375,50.08957327,18.259497950000004
210309280,way,centrum_handlowe,Rybnik Plaza,,,,,,12260.94384765625,50.096428576870736,18.537973837414967
211634568,way,centrum_handlowe,Galeria M,,,,,,5821.2578125,53.14998824285715,23.15673886428572
212501809,way,centrum_handlowe,Galeria Bronowice,,,,,,49477.06005859375,50.091759413461546,19.898820615384604
213115430,way,centrum_handlowe,Alfa Centrum,,,,,,22357.3408203125,53.12525895230769,23.16868910307692
213147916,way,centrum_handlowe,Centrum Handlowe Ryska,,,,,,14189.36328125,53.1409545952381,23.17532657142857
