location_id,source_layer,name,latitude,longitude,dedup_status,matched_ref,match_distance_m,amenity,highway,operator,brand,capacity,ref,province,district,city,n_points,total_power_kw,max_power_kw,nearest_dk_odcinek_id,nearest_dk_droga,nearest_dk_dist_m,nearest_dk_ten_t,nearest_dk_sdrr_ogolem,nearest_dk_sam_osobowe,nearest_dk_lekkie_ciezarowe,nearest_dw_odcinek_id,nearest_dw_droga,nearest_dw_dist_m,nearest_dw_sdrr_ogolem,nearest_dw_sam_osobowe,traffic_primary_source,traffic_primary_dist_m,traffic_primary_sdrr_ogolem,traffic_primary_sam_osobowe,ten_t,existing_eipa_stations_1km,existing_eipa_power_kw_1km,existing_eipa_stations_2km,existing_eipa_power_kw_2km,teryt_powiat_geo,powiat_nazwa_geo,station_suspended,existing_eipa_stations_active_1km,existing_eipa_power_kw_active_1km,existing_eipa_stations_active_2km,existing_eipa_power_kw_active_2km,traffic_confidence,nearest_dk_coord_source,nearest_dw_coord_source,moc_nieznana,existing_eipa_moc_nieznana_liczba_1km,existing_eipa_moc_nieznana_liczba_2km,moc_szacowana,powiat_wojewodztwo,powiat_nazwa,powiat_powierzchnia_km2,powiat_ludnosc,powiat_gestosc_zaludnienia,cepik_dane_dostepne,powiat_liczba_bev,powiat_liczba_phev,powiat_liczba_ev_razem,powiat_ev_na_1000_mieszkancow,powiat_liczba_stacji_eipa,powiat_moc_stacji_eipa_kw,powiat_moc_kw_na_1000_mieszkancow,powiat_scalony_obszar,powiat_ev_dane_zanizone,segment,udzial_jednorodzinne_nsp,_powiat_klucz,sesje_rocznie_szacunek,energia_kwh_rocznie_szacunek,udzial_lokalizacji,sklonnosc_ladowania_publicznego,luka_infrastrukturalna_powiatu,mnoznik_luki_infrastrukturalnej,ranga_percentylowa_w_segmencie,_klucz_powiatu,pewnosc_danych_mnoznik,dane_prawdopodobnie_zanizone,dystans_do_hubu_afir_km,afir_luka_mnoznik,dostawcze_mnoznik,konkurencja_korekta_mnoznik,ruch_mnoznik,wynik_scoringowy,ranking_scoringowy_procentyl,skladowa_udzial_konkurencji,skladowa_pewnosc_danych,skladowa_luka_afir,skladowa_ruch_drogowy,skladowa_ruch_dostawczy,skladowa_korekta_konkurencji,skladowa_luka_infrastrukturalna,skladowa_sklonnosc_publiczna,index_right,tot,_suma_siatki_powiat,udzial_populacji
mop_00010,mop,MOP Morawica,50.0787189,19.7592183,unique,,,,services,,,,,,,,,,,20414.0,A4,2692.180332231552,bazowa,50169.0,37546.0,4613.0,12009.0,774,3356.6963416670487,15611.0,13696.0,dk,2692.180332231552,50169.0,37546.0,bazowa,1.0,94.0,2.0,188.0,1206,powiat krakowski,,1.0,94.0,2.0,188.0,srednia,oryginalne,oryginalne,False,0.0,0.0,False,MAŁOPOLSKIE,Kraków + krakowski (obszar metropolitalny),1558,1113446,714.7,True,12096.0,5295.0,17391.0,15.62,257.0,25657.0,23.04,True,True,korytarzowa,0.6362350315806252,MAŁOPOLSKIE|Kraków + krakowski (obszar metropolitalny),875.7469302200577,20317.32878110533,0.1896551724137931,,,,0.6585297418630752,MAŁOPOLSKIE|Kraków + krakowski (obszar metropolitalny),0.9,True,3.611298170832915,1.0,1.064944494449445,1.7191484144056577,1.0,33477.22580805925,0.6343350193394823,0.1896551724137931,0.9,1.0,1.0,1.064944494449445,1.7191484144056577,,,182283.0,173.0,1098771.0,7.872432017226519e-05
mop_00011,mop,MOP Aleksandrowice,50.081097,19.772484,unique,,,,services,,,,,,,,,,,20414.0,A4,1711.3587423139384,bazowa,50169.0,37546.0,4613.0,12174.0,774,2504.6717735856296,17734.0,14617.0,dk,1711.3587423139384,50169.0,37546.0,bazowa,1.0,94.0,2.0,188.0,1206,powiat krakowski,,1.0,94.0,2.0,188.0,wysoka,oryginalne,oryginalne,False,0.0,0.0,False,MAŁOPOLSKIE,Kraków + krakowski (obszar metropolitalny),1558,1113446,714.7,True,12096.0,5295.0,17391.0,15.62,257.0,25657.0,23.04,True,True,korytarzowa,0.6362350315806252,MAŁOPOLSKIE|Kraków + krakowski (obszar metropolitalny),875.7469302200577,20317.32878110533,0.1896551724137931,,,,0.6585297418630752,MAŁOPOLSKIE|Kraków + krakowski (obszar metropolitalny),1.0,True,2.7553183803981605,1.0,1.064944494449445,1.7191484144056577,1.0,37196.91756451027,0.677774471883368,0.1896551724137931,1.0,1.0,1.0,1.064944494449445,1.7191484144056577,,,182914.0,30.0,1098771.0,1.3651616214843677e-05
mop_00012,mop,,52.8385075,20.9867021,unique,,,,services,,,,,,,,,,,11208.0,60,3472.820478415408,,3277.0,2062.0,240.0,14281.0,618,12103.506230613742,4746.0,3636.0,dk,3472.820478415408,3277.0,2062.0,,0.0,0.0,0.0,0.0,1411,powiat makowski,,0.0,0.0,0.0,0.0,srednia,interpolowane,oryginalne,False,0.0,0.0,False,MAZOWIECKIE,makowski,1065,41254,39.0,True,78.0,20.0,98.0,2.38,2.0,186.0,,False,False,korytarzowa,0.97382893988242,MAZOWIECKIE|makowski,253.5939668348596,5883.380030568741,1.0,,,,0.3442760942760943,MAZOWIECKIE|makowski,0.9,False,,1.0,0.9213201320132014,1.0,1.0,4878.4288198026825,0.1026480214221957,1.0,0.9,1.0,1.0,0.9213201320132014,1.0,,,206303.0,407.0,42949.0,0.0047381778388321
mop_00013,mop,MOP Kołbaskowo,53.3421589,14.4523728,unique,,,,services,,,,,,,,,,,60702.0,13,396.8597209867485,,17177.0,13919.0,1558.0,32224.0,120,9959.140201608468,4419.0,3996.0,dk,396.8597209867485,17177.0,13919.0,,0.0,0.0,5.0,3294.0,3211,powiat policki,,0.0,0.0,5.0,3294.0,wysoka,oryginalne,oryginalne,False,0.0,0.0,False,ZACHODNIOPOMORSKIE,policki,664,86834,131.0,True,356.0,172.0,528.0,6.08,25.0,8382.0,,False,False,korytarzowa,0.7942286348501665,ZACHODNIOPOMORSKIE|policki,22.56444392096565,523.4950989664031,0.0131815458358298,,,,0.0390011223344556,ZACHODNIOPOMORSKIE|policki,1.0,False,,1.0,0.9744854485448544,7.85958033461606,1.0,4009.473393323473,0.0791431121689973,0.0131815458358298,1.0,1.0,1.0,0.9744854485448544,7.85958033461606,,,1367.0,0.0,82406.0,0.0
mop_00014,mop,MOP Halemba,50.2512359,18.8816842,unique,,,,services,,,,327+488,,,,,,,40622.0,A4,1007.1362280744634,bazowa,84130.0,64574.0,8097.0,24177.0,925,4813.931781233378,9564.0,8445.0,dk,1007.1362280744634,84130.0,64574.0,bazowa,0.0,0.0,5.0,220.0,2472,powiat Ruda Śląska,,0.0,0.0,5.0,220.0,wysoka,oryginalne,oryginalne,False,0.0,0.0,False,ŚLĄSKIE,Ruda Śląska,78,128793,1659.0,True,401.0,137.0,538.0,4.18,45.0,3078.0,,False,False,korytarzowa,0.5425244527247322,ŚLĄSKIE|Ruda Śląska,1323.5998071770305,30707.515526507104,0.1666666666666666,,,,0.7539281705948373,ŚLĄSKIE|Ruda Śląska,1.0,False,16.166465286931867,1.0,1.0962376237623763,1.8541019662496845,1.0,62414.14102511994,0.8673013983933353,0.1666666666666666,1.0,1.0,1.0,1.0962376237623763,1.8541019662496845,,,146425.0,114.0,135752.0,0.0002799222110908
mop_00015,mop,,52.5624947,16.8341814,unique,,,,services,,,,,,,,,,,90214.0,"11
S11c",3581.4487990692605,kompleksowa,22453.0,17644.0,2159.0,30130.0,187,9113.161925389622,6251.0,4776.0,dk,3581.4487990692605,22453.0,17644.0,kompleksowa,0.0,0.0,0.0,0.0,3021,powiat poznański,,0.0,0.0,0.0,0.0,srednia,oryginalne,oryginalne,False,0.0,0.0,False,WIELKOPOLSKIE,Poznań + poznański (obszar metropolitalny),2162,990434,458.1,True,10237.0,4968.0,15205.0,15.35,337.0,41222.0,41.62,True,True,korytarzowa,0.6398746506309816,WIELKOPOLSKIE|Poznań + poznański (obszar metropolitalny),2169.937900501582,50342.5592916367,1.0,,,,0.8608305274971941,WIELKOPOLSKIE|Poznań + poznański (obszar metropolitalny),0.9,True,3.907572399413213,1.0,0.9994479447944796,1.0,1.0,45283.29067774848,0.7512645046117227,1.0,0.9,1.0,1.0,0.9994479447944796,1.0,,,61026.0,180.0,978388.0,0.0001839760912848
mop_00016,mop,,52.3640003,16.3209974,unique,,,,services,,,,,,,,,,,90805.0,92,13500.06979153307,,8170.0,4909.0,874.0,30225.0,307,6636.1890890776585,4846.0,3796.0,dw,6636.1890890776585,4846.0,3796.0,,0.0,0.0,0.0,0.0,3015,powiat nowotomyski,,0.0,0.0,0.0,0.0,srednia,oryginalne,oryginalne,False,0.0,0.0,False,WIELKOPOLSKIE,nowotomyski,1012,75015,74.0,True,256.0,96.0,352.0,4.69,8.0,1906.0,,False,False,korytarzowa,0.8806910569105691,WIELKOPOLSKIE|nowotomyski,466.84902914894616,10830.89747625555,1.0,,,,0.5011223344556678,WIELKOPOLSKIE|nowotomyski,0.9,False,,1.0,0.9403420342034204,1.0,1.0,9166.273348563756,0.2302886045819696,1.0,0.9,1.0,1.0,0.9403420342034204,1.0,,,45535.0,349.0,75057.0,0.001549933161908
mop_00017,mop,MOP Wirek,50.2528643,18.8825423,unique,,,,services,,,,,,,,,,,40622.0,A4,1025.890673587881,bazowa,84130.0,64574.0,8097.0,24177.0,925,4977.272071981331,9564.0,8445.0,dk,1025.890673587881,84130.0,64574.0,bazowa,0.0,0.0,5.0,220.0,2472,powiat Ruda Śląska,,0.0,0.0,5.0,220.0,wysoka,oryginalne,oryginalne,False,0.0,0.0,False,ŚLĄSKIE,Ruda Śląska,78,128793,1659.0,True,401.0,137.0,538.0,4.18,45.0,3078.0,,False,False,korytarzowa,0.5425244527247322,ŚLĄSKIE|Ruda Śląska,1323.5998071770305,30707.515526507104,0.1666666666666666,,,,0.7539281705948373,ŚLĄSKIE|Ruda Śląska,1.0,False,16.222087747000355,1.0,1.0962376237623763,1.8541019662496845,1.0,62414.14102511994,0.8673013983933353,0.1666666666666666,1.0,1.0,1.0,1.0962376237623763,1.8541019662496845,,,146425.0,114.0,135752.0,0.0002799222110908
mop_00018,mop,MOP Kraśnik Dolny,51.3171434,15.5966517,unique,,,,services,,,,,,,,,,,30625.0,A4,128.9108471905183,bazowa,24565.0,13473.0,2932.0,2296.0,297,2180.5230384906245,4703.0,3198.0,dk,128.9108471905183,24565.0,13473.0,bazowa,1.0,194.0,1.0,194.0,201,powiat bolesławiecki,,1.0,194.0,1.0,194.0,wysoka,oryginalne,oryginalne,False,0.0,0.0,False,DOLNOŚLĄSKIE,bolesławiecki,1304,87255,67.0,True,172.0,52.0,224.0,2.57,21.0,6113.0,,False,False,korytarzowa,0.8158647428970953,DOLNOŚLĄSKIE|bolesławiecki,306.3305322141895,7106.868347369195,0.1848739495798319,,,,0.3900112233445567,DOLNOŚLĄSKIE|bolesławiecki,1.0,False,8.877756747222667,1.0,1.0283408340834084,1.7449898812889226,1.0,12752.87975207192,0.3030348110681344,0.1848739495798319,1.0,1.0,1.0,1.0283408340834084,1.7449898812889226,,,28872.0,70.0,88368.0,0.0002640473172792
mop_00019,mop,MOP Racula Zachód,51.9044606,15.5873503,unique,,,,services,,,,,,,,,,,31403.0,S3a,2321.462431788493,bazowa,28702.0,22226.0,2388.0,8091.0,282,6217.132500888491,4839.0,4058.0,dk,2321.462431788493,28702.0,22226.0,bazowa,2.0,766.0,3.0,810.0,862,powiat Zielona Góra,,2.0,766.0,3.0,810.0,srednia,oryginalne,oryginalne,False,0.0,0.0,False,LUBUSKIE,Zielona Góra + zielonogórski (obszar metropolitalny),1626,213623,131.4,True,1538.0,945.0,2483.0,11.62,42.0,6447.0,30.18,True,True,korytarzowa,0.693116922152089,LUBUSKIE|Zielona Góra + zielonogórski (obszar metropolitalny),140.83362955768703,3267.340205738339,0.0515222482435597,,,,0.2188552188552188,LUBUSKIE|Zielona Góra + zielonogórski (obszar metropolitalny),0.9,True,3.1077426978885625,1.0,1.0101290129012903,3.668611919674688,1.0,10897.21411479599,0.2743231181196072,0.0515222482435597,0.9,1.0,1.0,1.0101290129012903,3.668611919674688,,,27138.0,0.0,215146.0,0.0
mop_00020,mop,MOP Rowień Zachód,50.0737821,18.6622968,unique,,,,services,GDDKiA,,,,,,,,,,40731.0,A1a,691.9180860651479,bazowa,54369.0,38616.0,5401.0,24176.0,924,3498.881352035069,4367.0,3776.0,dk,691.9180860651479,54369.0,38616.0,bazowa,0.0,0.0,0.0,0.0,2479,powiat Żory,,0.0,0.0,0.0,0.0,wysoka,oryginalne,oryginalne,False,0.0,0.0,False,ŚLĄSKIE,Żory,65,61923,958.0,True,210.0,74.0,284.0,4.59,15.0,2015.0,,False,False,korytarzowa,0.8217965653896961,ŚLĄSKIE|Żory,4749.168100531007,110180.69993231936,1.0,,,,0.9814814814814816,ŚLĄSKIE|Żory,1.0,False,20.284908898943897,1.0,1.0787158715871588,1.0,1.0,118853.66975957507,0.9812555786968165,1.0,1.0,1.0,1.0,1.0787158715871588,1.0,,,139566.0,187.0,61927.0,0.0015098422335976
mop_00021,mop,MOP Rowień Wschód,50.0743317,18.6647752,unique,,,,services,GDDKiA,,,,,,,,,,40731.0,A1a,634.8142637010978,bazowa,54369.0,38616.0,5401.0,24176.0,924,3373.20916855072,4367.0,3776.0,dk,634.8142637010978,54369.0,38616.0,bazowa,0.0,0.0,0.0,0.0,2479,powiat Żory,,0.0,0.0,0.0,0.0,wysoka,oryginalne,oryginalne,False,0.0,0.0,False,ŚLĄSKIE,Żory,65,61923,958.0,True,210.0,74.0,284.0,4.59,15.0,2015.0,,False,False,korytarzowa,0.8217965653896961,ŚLĄSKIE|Żory,4749.168100531007,110180.69993231936,1.0,,,,0.9814814814814816,ŚLĄSKIE|Żory,1.0,False,20.229482233916173,1.0,1.0787158715871588,1.0,1.0,118853.66975957507,0.9812555786968165,1.0,1.0,1.0,1.0,1.0787158715871588,1.0,,,139566.0,187.0,61927.0,0.0015098422335976
mop_00022,mop,MOP Zalesie,52.3863168,16.47637,unique,,,,services,,,,,,,,,,,90823.0,A2,4418.457418590638,bazowa,25148.0,16028.0,2815.0,30348.0,306,3395.398770533112,5306.0,4194.0,dw,3395.398770533112,5306.0,4194.0,bazowa,2.0,144.0,2.0,144.0,3024,powiat szamotulski,,2.0,144.0,2.0,144.0,srednia,oryginalne,oryginalne,False,0.0,0.0,False,WIELKOPOLSKIE,szamotulski,1119,91631,82.0,True,160.0,96.0,256.0,2.79,14.0,1341.0,,False,False,korytarzowa,0.8489751298168898,WIELKOPOLSKIE|szamotulski,120.71841081741968,2800.667130964136,0.2340425531914893,,,,0.1912177328843995,WIELKOPOLSKIE|szamotulski,0.9,False,6.923827817111124,1.0,1.0252805280528057,1.521047966837174,1.0,3930.878526016463,0.0769116334424278,0.2340425531914893,0.9,1.0,1.0,1.0252805280528057,1.521047966837174,,,50714.0,97.0,92174.0,0.0001753929162959
mop_00023,mop,MOP Radule,53.1448721,22.7939411,unique,,,,services,,,,,,,,,,,50325.0,S8,2725.745593137269,kompleksowa,18410.0,14157.0,1715.0,20049.0,678,13349.956568369062,1383.0,1081.0,dk,2725.745593137269,18410.0,14157.0,kompleksowa,0.0,0.0,0.0,0.0,2002,powiat białostocki,,0.0,0.0,0.0,0.0,srednia,oryginalne,oryginalne,False,0.0,0.0,False,PODLASKIE,Białystok + białostocki (obszar metropolitalny),3079,449556,146.0,True,2971.0,1152.0,4123.0,9.17,81.0,14266.0,31.73,True,True,korytarzowa,0.8001543560176148,PODLASKIE|Białystok + białostocki (obszar metropolitalny),1741.091071038364,40393.31284809005,1.0,,,,0.8072390572390572,PODLASKIE|Białystok + białostocki (obszar metropolitalny),0.9,True,14.517233977775724,1.0,0.9828262826282628,1.0,1.0,35729.648558575915,0.661112764058316,1.0,0.9,1.0,1.0,0.9828262826282628,1.0,,,270145.0,29.0,448768.0,6.462136337706789e-05
